quarter,node,step,fab,loading
Q1'26,1,1,1,7475.999999999998
Q1'26,1,1,2,3771.359999999999
Q1'26,1,1,3,752.640000000003
Q1'26,1,2,1,7475.999999999998
Q1'26,1,2,2,3771.359999999998
Q1'26,1,2,3,752.640000000003
Q1'26,1,3,1,7475.999999999999
Q1'26,1,3,2,3771.359999999998
Q1'26,1,3,3,752.640000000003
Q1'26,1,4,1,7476.000000000000
Q1'26,1,4,2,3771.359999999998
Q1'26,1,4,3,752.640000000002
Q1'26,1,5,1,7476.000000000002
Q1'26,1,5,2,3771.359999999997
Q1'26,1,5,3,752.640000000001
Q1'26,1,6,1,7476.000000000001
Q1'26,1,6,2,3771.359999999998
Q1'26,1,6,3,752.640000000001
Q1'26,1,7,1,7476.000000000001
Q1'26,1,7,2,3771.359999999998
Q1'26,1,7,3,752.640000000001
Q1'26,1,8,1,7476.000000000001
Q1'26,1,8,2,3771.359999999998
Q1'26,1,8,3,752.640000000001
Q1'26,1,9,1,7476.000000000001
Q1'26,1,9,2,3771.359999999998
Q1'26,1,9,3,752.640000000001
Q1'26,1,10,1,7476.000000000001
Q1'26,1,10,2,3771.359999999999
Q1'26,1,10,3,752.640000000000
Q1'26,1,11,1,7476.000000000001
Q1'26,1,11,2,3771.359999999999
Q1'26,1,11,3,752.640000000000
Q1'26,2,1,1,2607.909172170329
Q1'26,2,1,2,2392.090827829671
Q1'26,2,1,3,0.000000000000
Q1'26,2,2,1,2607.909172170329
Q1'26,2,2,2,2392.090827829671
Q1'26,2,2,3,-0.000000000000
Q1'26,2,3,1,2607.909172170329
Q1'26,2,3,2,2392.090827829671
Q1'26,2,3,3,-0.000000000000
Q1'26,2,4,1,2607.909172170329
Q1'26,2,4,2,2392.090827829671
Q1'26,2,4,3,0.000000000000
Q1'26,2,5,1,2607.909172170329
Q1'26,2,5,2,2392.090827829671
Q1'26,2,5,3,0.000000000000
Q1'26,2,6,1,2607.909172170329
Q1'26,2,6,2,2392.090827829671
Q1'26,2,6,3,-0.000000000000
Q1'26,2,7,1,2607.909172170329
Q1'26,2,7,2,2392.090827829671
Q1'26,2,7,3,0.000000000000
Q1'26,2,8,1,2607.909172170329
Q1'26,2,8,2,2392.090827829671
Q1'26,2,8,3,0.000000000000
Q1'26,2,9,1,2607.909172170329
Q1'26,2,9,2,2392.090827829671
Q1'26,2,9,3,-0.000000000000
Q1'26,2,10,1,2607.909172170329
Q1'26,2,10,2,2392.090827829671
Q1'26,2,10,3,-0.000000000000
Q1'26,2,11,1,2607.909172170329
Q1'26,2,11,2,2392.090827829671
Q1'26,2,11,3,0.000000000000
Q1'26,2,12,1,2607.909172170329
Q1'26,2,12,2,2392.090827829671
Q1'26,2,12,3,0.000000000000
Q1'26,2,13,1,2607.909172170329
Q1'26,2,13,2,2392.090827829671
Q1'26,2,13,3,-0.000000000000
Q1'26,2,14,1,2607.909172170329
Q1'26,2,14,2,2392.090827829671
Q1'26,2,14,3,-0.000000000000
Q1'26,2,15,1,2607.909172170329
Q1'26,2,15,2,2392.090827829671
Q1'26,2,15,3,-0.000000000000
Q1'26,3,1,1,0.000000000000
Q1'26,3,1,2,241.236991368683
Q1'26,3,1,3,2758.763008631317
Q1'26,3,2,1,0.000000000000
Q1'26,3,2,2,241.236991368683
Q1'26,3,2,3,2758.763008631317
Q1'26,3,3,1,0.000000000000
Q1'26,3,3,2,241.236991368683
Q1'26,3,3,3,2758.763008631317
Q1'26,3,4,1,-0.000000000000
Q1'26,3,4,2,241.236991368684
Q1'26,3,4,3,2758.763008631317
Q1'26,3,5,1,-0.000000000000
Q1'26,3,5,2,241.236991368684
Q1'26,3,5,3,2758.763008631317
Q1'26,3,6,1,-0.000000000000
Q1'26,3,6,2,241.236991368684
Q1'26,3,6,3,2758.763008631317
Q1'26,3,7,1,-0.000000000001
Q1'26,3,7,2,241.236991368684
Q1'26,3,7,3,2758.763008631317
Q1'26,3,8,1,-0.000000000001
Q1'26,3,8,2,241.236991368684
Q1'26,3,8,3,2758.763008631317
Q1'26,3,9,1,-0.000000000000
Q1'26,3,9,2,241.236991368684
Q1'26,3,9,3,2758.763008631317
Q1'26,3,10,1,-0.000000000007
Q1'26,3,10,2,241.236991368684
Q1'26,3,10,3,2758.763008631323
Q1'26,3,11,1,-0.000000000005
Q1'26,3,11,2,241.236991368684
Q1'26,3,11,3,2758.763008631322
Q1'26,3,12,1,-0.000000000005
Q1'26,3,12,2,241.236991368684
Q1'26,3,12,3,2758.763008631322
